日期,素材ID,素材名,消耗,展示数,点击数,转化成本,转化数,CTR,素材标签,封面链接,预览链接
2026-08-28,14247691685,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-11,0.07,287,2,0.00,0.00,0.70,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14228303003,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-19,0.07,7,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,13815433525,CH-PRJ-采销项目-10227170510852-快手-本地生活-无-剪辑-转化引导-本地生活-20260710-无-625-6,0.07,9,2,0.07,1.00,22.22,快手重复素材|快手非低质素材,,
2026-08-28,14299179512,CH-SC-广义新-10150604147722-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260824-无-625-aigc-9,0.07,161,1,0.00,0.00,0.62,平台一组AIGC|无价格,,
2026-08-28,14295231059,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-21,0.07,22,0,0.00,0.00,0.00,--,,
2026-08-28,13946598909,信息流-小牛-电煮锅-京东主体-代运营-新人福利价-0723-10125368295124-设计自选-625-aigc-11,0.07,10,1,0.00,0.00,10.00,平台一组AIGC|福利价/无价格,,
2026-08-28,13341766059,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260520-反向-625-8,0.07,28,0,0.00,0.00,0.00,广义新头条|心如|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-28,14299176535,CH-SC-广义新-10150604147722-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260824-无-625-aigc-1,0.07,48,1,0.00,0.00,2.08,平台一组AIGC|无价格,,
2026-08-28,13913293262,信息流-小牛-电煮锅-京东主体-代运营-新人福利价-0720-10115067968253-625-设计自选-aigc-16,0.07,16,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-28,13960081370,信息流-小牛-抽纸-三方主体-代运营-新人福利价-0724-10105196309536 -历史爆品-625-3,0.07,6,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-28,14295227158,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-3,0.07,8,1,0.00,0.00,12.50,--,,
2026-08-28,14271411481,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-26,0.07,203,6,0.00,0.00,2.96,福利价/无价格,,
2026-08-28,14049469811,CH-SC-低活-10219841541026-超级抢购-厨具-无-剪辑-转化引导-20260730-无-625-aigc-6,0.07,1,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价,,
2026-08-28,14284738868,信息流-小牛-打火机-三方主体-代运营-新人福利价-260825-10162692688878-大盘扒改-625-6,0.07,30,2,0.00,0.00,6.67,大盘扒改|福利价/无价格,,
2026-08-28,14309593223,信息流-小牛-围裙-三方主体-代运营-新人福利价-260827-10117891615029-设计自选-625-5,0.07,42,4,0.00,0.00,9.52,,,
2026-08-28,14238266406,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-9,0.07,12,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,13873272312,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-11,0.07,1,1,0.00,0.00,100.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,14077148322,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-45,0.07,38,1,0.00,0.00,2.63,福利价/无价格|腾讯首发素材,,
2026-08-28,14131166223,CH-SC-广义新-100182842255-新综合频道-休闲食品-大商超-剪辑-转化引导-休闲食品-20260806-反向-625-9,0.07,41,1,0.00,0.00,2.44,无价格|腾讯首发素材,,
2026-08-28,14309410868,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-47,0.07,17,1,0.00,0.00,5.88,,,
2026-08-28,13916493960,CH-SC-广义新-10040988734451-新10元话费券-无-无-剪辑-转化引导-无-20260715-无-625-25,0.07,3,1,0.00,0.00,33.33,快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14049455728,CH-SC-低活-10203314269223-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260730-无-625-aigc-6,0.07,2,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14309384022,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-62,0.07,10,0,0.00,0.00,0.00,,,
2026-08-28,14274407536,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-1,0.07,6,1,0.00,0.00,16.67,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-28,13559888815,CH-SC-广义新-10139440032542-新综合频道-运动户外-京喜拉新-剪辑-转化引导-运动户外-20260612-无-625-9,0.06,6,0,0.00,0.00,0.00,不对版！！|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14309443729,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-34,0.06,39,0,0.00,0.00,0.00,,,
2026-08-28,14247669664,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-9,0.06,59,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14271409968,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-34,0.06,178,1,0.00,0.00,0.56,福利价/无价格,,
2026-08-28,14309198480,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-39,0.06,6,0,0.00,0.00,0.00,,,
2026-08-28,14161858393,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-33,0.06,10,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-28,14238400812,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-13,0.06,14,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14166682365,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-22,0.06,19,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-28,14166682561,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-21,0.06,39,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-28,14197502546,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-11,0.06,13,3,0.00,0.00,23.08,平台一组AIGC|心如|快手原创素材|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,14309204960,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-31,0.06,2,1,0.00,0.00,50.00,,,
2026-08-28,14295225799,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-7,0.06,9,1,0.00,0.00,11.11,--,,
2026-08-28,14050176403,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-aigc-11,0.06,10,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|心如|快手重复素材|快手非低质素材|无价格,,
2026-08-28,14217109528,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-22,0.06,25,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|无价格,,
2026-08-28,14295226039,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-6,0.06,10,0,0.00,0.00,0.00,--,,
2026-08-28,14228294108,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-3,0.06,6,1,0.00,0.00,16.67,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14095146835,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260804-无-625-12,0.06,5,0,0.00,0.00,0.00,广义新头条|快手重复素材|快手非低质素材,,
2026-08-28,14131158842,CH-SC-广义新-100182842255-新综合频道-休闲食品-大商超-剪辑-转化引导-休闲食品-20260806-反向-625-2,0.06,8,1,0.00,0.00,12.50,无价格|腾讯首发素材,,
2026-08-28,14238413374,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-19,0.06,41,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,13651815810,CH-SC-低活-10081585918372-超级抢购-家庭清洁纸品-无-剪辑-转化引导-家庭清洁纸品-20260623-无-625-aigc-15,0.06,2,1,0.00,0.00,50.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,13846011708,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260710-无-625-aigc-4,0.06,4,2,0.00,0.00,50.00,平台一组AIGC|广义新头条|心如|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-28,14049458694,CH-SC-低活-10203314269223-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260730-无-625-aigc-12,0.06,5,1,0.00,0.00,20.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14299079359,CH-SC-广义新-10198649169069-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-260825-无-625-1,0.06,16,0,0.00,0.00,0.00,无价格,,
2026-08-28,14095138936,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-21,0.05,6,2,0.00,0.00,33.33,平台一组AIGC|广义新头条|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14309351876,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-2,0.05,13,0,0.00,0.00,0.00,,,
2026-08-28,13536545427,CH-SC-低活-10219841541026-超级抢购加补-厨具-无-剪辑-转化引导-厨具-20260610-无-625-aigc-4,0.05,16,1,0.00,0.00,6.25,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14299111879,CH-SC-广义新-10118706992345-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260826-无-625-8,0.05,4,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-28,13873279405,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-18,0.05,1,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,14266695132,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-3,0.05,89,1,0.00,0.00,1.12,大盘扒改|福利价/无价格,,
2026-08-28,14309389381,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-58,0.05,16,2,0.00,0.00,12.50,,,
2026-08-28,14299078812,CH-SC-广义新-10198649169069-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-260825-无-625-3,0.05,30,1,0.00,0.00,3.33,无价格,,
2026-08-28,14238403249,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-7,0.05,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14166699400,信息流-小牛-搓澡巾-三方主体-代运营-新人福利价-0814-10215859319852-测试-625-33,0.05,121,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14217115278,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-19,0.05,46,2,0.00,0.00,4.35,平台一组AIGC|快手重复素材|快手非低质素材|无价格,,
2026-08-28,14166709417,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-45,0.05,12,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-28,14309238232,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-58,0.05,3,0,0.00,0.00,0.00,,,
2026-08-28,14295228266,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-1,0.05,8,1,0.00,0.00,12.50,--,,
2026-08-28,13836035226,CH-SC-低活-10223482211866-超级抢购-生活日用-无-剪辑-转化引导-生活日用-20260703-无-625-2,0.05,4,0,0.00,0.00,0.00,心如|快手重复素材|快手非低质素材,,
2026-08-28,14295232881,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-18,0.05,17,1,0.00,0.00,5.88,--,,
2026-08-28,13746355396,CH-SC-低活-10112643484929-超级抢购加补-手机通讯-无-剪辑-转化引导-手机通讯-20260630-无-625-3,0.05,94,8,0.00,0.00,8.51,加补1分钱|心如|快手重复素材|快手非低质素材,,
2026-08-28,14247684698,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-29,0.05,143,4,0.00,0.00,2.80,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14309528785,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-3,0.05,25,1,0.00,0.00,4.00,,,
2026-08-28,14217110721,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-2,0.05,85,8,0.00,0.00,9.41,平台一组AIGC|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-28,14284735162,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-10,0.05,11,0,0.00,0.00,0.00,大盘扒改,,
2026-08-28,13096010407,荣耀-XN-影音娱乐-通用-手势舞-混剪-260417-625-2,0.05,6,3,0.01,5.00,50.00,,,
2026-08-28,14088474403,CH-SC-低活-10223570717754-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260803-无-625-aigc-6,0.05,3,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14247654426,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-5,0.05,12,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14217052381,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260813-无-625-aigc-4,0.05,1,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14161859538,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-27,0.05,17,1,0.00,0.00,5.88,福利价/无价格|考古加素材混剪,,
2026-08-28,14247818521,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-24,0.05,4,0,0.00,0.00,0.00,平台一组AIGC|腾讯首发素材,,
2026-08-28,14266697221,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-9,0.05,112,2,0.00,0.00,1.79,大盘扒改|福利价/无价格,,
2026-08-28,14247686167,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-24,0.05,38,1,0.00,0.00,2.63,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14284735368,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-1,0.05,22,0,0.00,0.00,0.00,大盘扒改,,
2026-08-28,14079156974,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-67,0.05,10,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-28,14309476586,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-24,0.05,66,1,0.00,0.00,1.52,,,
2026-08-28,14238375676,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-5,0.05,7,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14077156121,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-9,0.05,37,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-28,14238365647,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-51,0.05,5,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14161864892,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-15,0.05,16,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-28,14309691127,信息流-小牛-围裙-三方主体-代运营-新人福利价-260827-10117891615029-设计自选-625-43,0.05,3,0,0.00,0.00,0.00,,,
2026-08-28,14050215407,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-4,0.05,6,1,0.00,0.00,16.67,广义新头条|心如|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14274414615,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-12,0.04,9,1,0.00,0.00,11.11,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-28,14095107634,CH-SC-广义新-10138594878445-新综合频道-电动车-京喜拉新-剪辑-转化引导-电动车-20260805-无-625-13,0.04,17,0,0.00,0.00,0.00,广义新头条|快手重复素材|快手非低质素材,,
2026-08-28,14309689847,信息流-小牛-围裙-三方主体-代运营-新人福利价-260827-10117891615029-设计自选-625-44,0.04,13,0,0.00,0.00,0.00,,,
2026-08-28,14271401665,信息流-小牛-乳酸菌-三方主体-代运营-新人福利价-0824-10223757184457-深海货盘-625-20,0.04,59,3,0.00,0.00,5.08,福利价/无价格|腾讯首发素材,,
2026-08-28,14216661783,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-16,0.04,126,2,0.00,0.00,1.59,客供|福利价/无价格|腾讯首发素材,,
2026-08-28,14238408822,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-31,0.04,27,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14309171422,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-65,0.04,2,0,0.00,0.00,0.00,,,
2026-08-28,14033669638,信息流-小牛-折叠椅-京东主体-代运营-新人福利价-0731-10183713190151-设计自选-625-3,0.04,15,1,0.00,0.00,6.67,福利价/无价格,,
2026-08-28,14309323535,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-21,0.04,12,0,0.00,0.00,0.00,,,
2026-08-28,13916491102,CH-SC-广义新-10040988734451-新10元话费券-无-无-剪辑-转化引导-无-20260715-无-625-8,0.04,2,0,0.00,0.00,0.00,快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14099189492,信息流-小牛-陶瓷碗-三方主体-代运营-新人福利价-0807-10129451028601-客户推品-625-3,0.04,54,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-28,14271407429,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-6,0.04,127,2,0.00,0.00,1.57,福利价/无价格|腾讯首发素材,,
2026-08-28,14309750869,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-17,0.04,24,0,0.00,0.00,0.00,,,
2026-08-28,14299119574,CH-SC-广义新-10118706992345-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260826-无-625-12,0.04,17,3,0.00,0.00,17.65,平台一组AIGC,,
2026-08-28,14238407189,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-39,0.04,12,2,0.00,0.00,16.67,有米云素材混剪|福利价/无价格,,
2026-08-28,14299074414,CH-SC-广义新-10198649169069-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-260825-无-625-6,0.04,22,0,0.00,0.00,0.00,无价格,,
2026-08-28,13957203343,信息流-小牛-无骨鸡爪-三方主体-代运营-新人福利价-0724-10181243448351-大盘扒改-625-11,0.04,7,0,0.00,0.00,0.00,大盘扒改|快手原创素材|快手非低质素材|福利价/无价格,,
2026-08-28,14049457917,CH-SC-低活-10203314269223-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260730-无-625-aigc-10,0.04,2,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14077141847,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-40,0.04,34,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-28,13492171413,CH-SC-低活-10187000434970-超级抢购-厨具-无-剪辑-转化引导-厨具-20260605-无-625-1,0.04,2,0,0.00,0.00,0.00,快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14197484643,CH-SC-低活-10166301474829-超级抢购-厨具-无-剪辑-转化引导-厨具-20260811-无-625-aigc-2,0.04,1,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-28,14309356393,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-50,0.04,16,2,0.00,0.00,12.50,,,
2026-08-28,14309750143,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-18,0.04,22,2,0.00,0.00,9.09,,,
2026-08-28,13014953060,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_柯科技20261008+头条2_外鑫成片-625-20260408,0.04,8,0,0.00,0.00,0.00,--,,
2026-08-28,13846403714,CH-SC-低活-10081585918372-超级抢购-家庭清洁纸品-无-剪辑-转化引导-家庭清洁纸品-20260708-无-625-aigc-4,0.04,1,0,0.00,0.00,0.00,DHX扒起量0706|平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,12948086504,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（品牌资源-沙溢视频）_常规_否_乡村大宁20260728_头条9_外恩成片-625-20260331,0.04,1,0,0.00,0.00,0.00,头条优质素材,,
2026-08-28,14309255053,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-44,0.04,13,0,0.00,0.00,0.00,,,
2026-08-28,13960064686,信息流-小牛-卷纸-三方主体-代运营-新人福利价-0724-10112037969337 -历史爆品-625-5,0.04,3,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-28,14161856202,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-41,0.04,1,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-28,14217102598,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-7,0.04,7,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-28,14309149002,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-60,0.04,16,1,0.00,0.00,6.25,,,
2026-08-28,13873193276,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260709-无-625-aigc-4,0.04,45,1,0.00,0.00,2.22,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-28,13662909414,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260624-反向-625-aigc-5,0.04,4,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14071966282,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-6,0.04,48,2,0.00,0.00,4.17,客供|福利价/无价格|腾讯首发素材,,
2026-08-28,14309502375,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-13,0.04,30,0,0.00,0.00,0.00,,,
2026-08-28,14284742544,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260825-10113643996701-大盘扒改-625-3,0.04,58,1,0.00,0.00,1.72,大盘扒改|福利价/无价格,,
2026-08-28,14230167401,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-4,0.03,4,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-28,14050171803,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-aigc-3,0.03,2,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|心如|快手原创素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-28,14131188549,CH-SC-广义新-10138594878445 -新综合频道-电动车-京喜拉新-剪辑-转化引导-电动车-20260807-反选-625-8,0.03,4,0,0.00,0.00,0.00,快手原创素材|快手非低质素材|无价格,,
2026-08-28,14295228292,信息流-小牛-拼豆-三方主体-代运营-新人福利价-260826-10198153252023-商务选品-625-27,0.03,5,0,0.00,0.00,0.00,--,,
2026-08-28,13860487513,CH-SC-广义新-10151951361734-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260713-无-625-aigc-5,0.03,3,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|心如|快手重复素材|快手非低质素材|搬运打压素材,,
2026-08-28,14077159391,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-13,0.03,9,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-28,14238408559,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-32,0.03,5,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14238399156,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-18,0.03,8,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-28,14092632459,信息流-小牛-西瓜-三方主体-代运营-新人福利价-0806-10215767576641-历史爆品-625-4,0.03,3,0,0.00,0.00,0.00,头条/京东标点/有量素材混剪|福利价/无价格,,
2026-08-28,14238310922,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-30,0.03,15,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-28,14238409332,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-3,0.03,8,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
